SpecCode,Genus,Species,SpeciesRefNo,FBname
63039,Sinocyclocheilus,yimenensis,93974.0,
60114,Sinocyclocheilus,yishanensis,42994.0,
58559,Sinogastromyzon,chapaensis,37823.0,
67209,Sinogastromyzon,daduheensis,94403.0,
65678,Sinogastromyzon,daon,84796.0,
66435,Sinogastromyzon,dezeensis,86998.0,
65686,Sinogastromyzon,hagiangensis,84796.0,
65687,Sinogastromyzon,hexaocellum,84796.0,
60426,Sinogastromyzon,hsiashiensis,45625.0,
65690,Sinogastromyzon,hypercorpus,84796.0,
65193,Sinogastromyzon,lixianjiangensis,82787.0,
65194,Sinogastromyzon,macrostoma,82787.0,
65697,Sinogastromyzon,maon,84796.0,
58563,Sinogastromyzon,minutus,37823.0,
65742,Sinogastromyzon,multiocellum,84796.0,
65706,Sinogastromyzon,namnaensis,84796.0,
59939,Sinogastromyzon,nanpanjiangensis,43731.0,
60386,Sinogastromyzon,nantaiensis,47271.0,
17242,Sinogastromyzon,puliensis,5193.0,
58565,Sinogastromyzon,rugocauda,37823.0,
56084,Sinogastromyzon,sichangensis,33800.0,
60436,Sinogastromyzon,szechuanensis,45625.0,
58571,Sinogastromyzon,tonkinensis,37823.0,
55002,Sinogastromyzon,wui,33405.0,
69389,Sinorhodeus,microlepis,123652.0,
7147,Sio,nordenskjoldii,5189.0,Nordenskjold's bigscale
7194,Siokunichthys,bentuviai,5173.0,Barred xenia-pipefish
7191,Siokunichthys,breviceps,5173.0,Softcoral pipefish
7190,Siokunichthys,herrei,5173.0,Herre’s pipefish
7192,Siokunichthys,nigrolineatus,5173.0,Mushroom-coral pipefish
7193,Siokunichthys,southwelli,5173.0,Southwell's pipefish
64774,Siokunichthys,striatus,75989.0,New Caledonian soft-coral pipefish
66541,Siphamia,arabica,90035.0,
59176,Siphamia,argentea,39191.0,Silver siphonfish
69014,Siphamia,arnazae,120588.0,Cat’s eye cardinalfish
66542,Siphamia,brevilux,90035.0,Shortlight siphonfish
69979,Spectrolebias,gracilis,119392.0,
64793,Spectrolebias,inaequipinnatus,79814.0,
67989,Spectrolebias,pilleti,95105.0,
61600,Spectrolebias,reticulatus,52309.0,
46468,Spectrolebias,semiocellatus,93219.0,
65975,Spectrunculus,crassus,80689.0,
8991,Spectrunculus,grandis,80689.0,Pudgy cuskeel
54972,Squalidus,wolterstorffi,33299.0,
10387,Squaliobarbus,curriculus,44416.0,Barbel chub
27208,Squaliolus,aliae,6871.0,Smalleye pygmy shark
705,Squaliolus,laticaudus,247.0,Spined pygmy shark
67082,Squalius,adanaensis,93268.0,Adana chub
65249,Squalius,agdamicus,72459.0,
8415,Squalius,alburnoides,106132.0,
65247,Squalius,albus,59043.0,
48028,Sternarchella,sima,126780.0,
63900,Sternarchogiton,labiatus,75769.0,
48026,Sternarchogiton,nattereri,26457.0,
48031,Sternarchogiton,porcinum,26457.0,
63901,Sternarchogiton,preto,75769.0,
65365,Sternarchogiton,zuanoni,83662.0,
27836,Sternarchorhamphus,muelleri,6329.0,
65473,Sternarchorhynchus,axelrodi,84053.0,Axelrod’s tube-snouted ghost knifefish
57650,Sternarchorhynchus,britskii,84053.0,Britski’s tube-snouted ghost knifefish
62720,Sternarchorhynchus,caboclo,84053.0,Cabocolo tube-snouted ghost knifefish
65474,Sternarchorhynchus,chaoi,84053.0,Chao’s tube-snouted ghost knifefish
65487,Sternarchorhynchus,cramptoni,84053.0,Crampton’s tube-snouted ghost knifefish
62842,Sternarchorhynchus,curumim,84053.0,Curumim tube-snouted ghost knifefish
48069,Sternarchorhynchus,curvirostris,84053.0,
65488,Sternarchorhynchus,freemani,84053.0,Freeman’s tube-snouted ghost knifefish
65489,Sternarchorhynchus,galibi,84053.0,Galibi tube-snouted ghost knifefish
62717,Sternarchorhynchus,gnomus,84053.0,Gnomus tube-snouted ghost knifefish
65490,Sternarchorhynchus,goeldii,84053.0,Goeldi’s tube-snouted ghost knifefish
65500,Sternarchorhynchus,hagedornae,84053.0,Hagedorn’s tube-snouted ghost knifefish
65501,Sternarchorhynchus,higuchii,84053.0,Higuchi’s tube-snouted ghost knifefish
65503,Sternarchorhynchus,inpai,84053.0,Inpa tube-snouted ghost knifefish
65504,Sternarchorhynchus,jaimei,84053.0,Jamei’s tube-snouted ghost knifefish
14886,Siphamia,cephalotes,90035.0,Wood's siphonfish
25077,Siphamia,corallicola,11890.0,Coral siphonfish
14888,Siphamia,cuneiceps,7300.0,Wedgehead siphonfish
66543,Siphamia,cyanophthalma,90035.0,Blue-eye siphonfish
59177,Siphamia,elongata,39191.0,Elongate siphonfish
5785,Siphamia,fistulosa,1602.0,Fistulose cardinalfish
66544,Siphamia,fraseri,90035.0,
5783,Siphamia,fuscolineata,1602.0,Crown-of-thorns cardinalfish
66545,Siphamia,goreni,90035.0,
14890,Siphamia,guttulata,7300.0,Speckled siphonfish
25105,Siphamia,jebbi,11890.0,Jebb's siphonfish
14892,Siphamia,majimai,90035.0,Striped siphonfish
12628,Siphamia,mossambica,4329.0,Sea urchin cardinal
68974,Siphamia,papuensis,97669.0,
66549,Siphamia,randalli,90035.0,
11667,Siphamia,roseigaster,3131.0,Pinkbreast siphonfish
66550,Siphamia,senoui,90035.0,
66551,Siphamia,spinicola,90035.0,Reef siphonfish
66552,Siphamia,stenotes,90035.0,Narrow-lined siphonfish
59179,Siphamia,tubifer,90035.0,Tubifer cardinalfish
14897,Siphamia,tubulata,7300.0,Siphonfish
2755,Siphateles,alvordensis,86798.0,Alvord chub
2757,Siphateles,bicolor,86798.0,Tui chub
2758,Siphateles,boraxobius,86798.0,Borax Lake chub
12841,Siphonognathus,argyrophanes,6185.0,Tubemouth
12842,Siphonognathus,attenuatus,6185.0,Slender weed whiting
12843,Siphonognathus,beddomei,6185.0,Pencil weed whiting
12844,Siphonognathus,caninis,6185.0,Sharpnose weed whiting
12845,Siphonognathus,radiatus,6185.0,Long-rayed weed whiting
12846,Siphonognathus,tanyourus,6185.0,Longtail weed whiting
52711,Siphonogobius,nue,30348.0,
4965,Sirembo,amaculata,34024.0,Lined cusk
8193,Sirembo,imberbis,34024.0,Golden cusk
10527,Sirembo,jerdoni,34024.0,Brown-banded cusk-eel
24954,Sirembo,metachroma,34024.0,Chameleon cusk
69111,Sirembo,wami,98314.0,
62854,Sisor,barakensis,56787.0,
61827,Sisor,chennuah,55921.0,
67009,Sisor,pakistanicus,93679.0,
13392,Sisor,rabdophorus,55921.0,
61828,Sisor,rheophilus,55921.0,
61829,Sisor,torosus,55921.0,
11950,Skiffia,bilineata,27639.0,Twoline skiffia
6242,Skiffia,francesae,29410.0,Golden skiffia
46444,Skiffia,lermae,26130.0,Olive skiffia
11951,Skiffia,multipunctata,27639.0,Spotted skiffia
56608,Skiotocharax,meizon,34069.0,
27351,Skythrenchelys,macrostomus,93652.0,
59403,Skythrenchelys,zabra,40863.0,Angry worm eel
70481,Sladenia,gardineri,123477.0,
59121,Sladenia,remiger,40452.0,Celebes monkfish
60848,Sladenia,shaefersi,81023.0,
66475,Sladenia,zhui,89623.0,
26948,Smilosicyopus,bitaeniatus,12767.0,
61887,Smilosicyopus,chloe,47572.0,Chloe's Sicyopus
23264,Smilosicyopus,fehlmanni,11224.0,
23720,Smilosicyopus,leprurus,26726.0,
58211,Smilosicyopus,mystax,39342.0,
65816,Smilosicyopus,pentecost,85524.0,Pentecost Sicyopus
62658,Smilosicyopus,sasali,56794.0,Sasal's Sicyopus
26264,Smithichthys,fucorum,5496.0,Leafy klipfish
49278,Snyderidia,canina,34024.0,
46366,Snyderina,guentheri,11441.0,Günther's waspfish
10385,Snyderina,yamanokami,559.0,
50417,Soldatovia,polyactocephala,27683.0,
11707,Solea,aegyptiaca,3397.0,Egyptian sole
23335,Solea,capensis,5304.0,
14394,Solea,elongata,3505.0,Elongate sole
58942,Solea,heinii,45255.0,
14391,Solea,ovata,3505.0,Ovate sole
8852,Solea,senegalensis,5304.0,Senegalese sole
525,Solea,solea,7395.0,Common sole
24431,Solea,stanalandi,10654.0,Stanaland's sole
65617,Solea,turbynei,56201.0,
26104,Solegnathus,dunckeri,7300.0,Dunker's pipehorse
23610,Solegnathus,hardwickii,7300.0,Hardwicke's pipefish
8329,Solegnathus,lettiensis,5316.0,Günther's pipehorse
46204,Solegnathus,robustus,5316.0,Robust pipehorse
14268,Solegnathus,spinosissimus,9563.0,Spiny pipehorse
64644,Soleichthys,dori,79000.0,
22544,Soleichthys,heterorhinos,1602.0,Black-tip sole
65230,Soleichthys,maculosus,55726.0,
52438,Soleichthys,microcephalus,76812.0,Smallhead sole
69707,Soleichthys,multifasciatus,76812.0,
69708,Soleichthys,nigrostriolatus,76812.0,
64740,Soleichthys,oculofasciatus,76812.0,Banded-eye sole
64739,Soleichthys,serpenpellis,76812.0,Snakeskin sole
25221,Soleichthys,siammakuti,11974.0,
58953,Soleichthys,tubiferus,33390.0,
15300,Solenostomus,armatus,9829.0,Armored pipefish
7987,Solenostomus,cyanopterus,9829.0,Ghost pipefish
61175,Solenostomus,halimeda,57851.0,Halimeda ghostpipefish
59050,Solenostomus,leptosoma,48635.0,Delicate ghostpipefish
66889,Solenostomus,paegnius,90102.0,Roughsnout ghost pipefish
7312,Solenostomus,paradoxus,2334.0,Harlequin ghost pipefish
4963,Solitas,gruveli,7359.0,Guinea flathead
15329,Solivomer,arenidens,9854.0,
58609,Solocisquama,carinata,40826.0,
58608,Solocisquama,erythrina,40826.0,
16838,Solocisquama,stellulata,6612.0,
65976,Somniosus,antarcticus,50224.0,Southern sleeper shark
69511,Somniosus,cheni,123759.0,Taiwan sleeper shark
65973,Somniosus,longus,50224.0,Frog shark
138,Somniosus,microcephalus,50224.0,Greenland shark
2544,Somniosus,pacificus,50224.0,Pacific sleeper shark
704,Somniosus,rostratus,50224.0,Little sleeper shark
57900,Sonoda,megalophthalma,37473.0,
61159,Sonoda,paucilampa,46206.0,
15479,Sonorolux,fluminis,9772.0,Estuary croaker
66171,Soromonichthys,stearleyi,87303.0,
14122,Sorosichthys,ananassa,9563.0,Little pineapple fish
66089,Sorsogona,humerosa,86965.0,White-margined flathead
46369,Sorsogona,melanoptera,11441.0,Obscure flathead
46371,Sorsogona,nigripinna,11441.0,Blackfin flathead
10700,Sorsogona,portuguesa,86965.0,South African thorny flathead
7897,Sorsogona,prionota,4315.0,Halfspined flathead
10310,Sorsogona,tuberculata,86965.0,Tuberculated flathead
58422,Sorubim,cuspicaudus,36506.0,Trans-Andean shovelnose catfish
58423,Sorubim,elongatus,40631.0,Slender shovelnose catfish
12144,Sorubim,lima,36506.0,Duckbill catfish
59981,Sorubim,maniradii,42966.0,
48578,Sorubim,trigonocephalus,36506.0,Arrowhead shovelnose
12145,Sorubimichthys,planiceps,36506.0,Firewood catfish
70395,Sovvityazius,acer,129446.0,
58752,Spaniblennius,clandestinus,40966.0,
22620,Spaniblennius,riodourensis,5298.0,
67690,Sparidentex,belayewi,95680.0,
4499,Sparidentex,hasta,3507.0,Sobaity seabream
67688,Sparidentex,jamalensis,95680.0,Fanged seabream
59491,Sparisoma,amplum,40827.0,Reef parrotfish
3675,Sparisoma,atomarium,7251.0,Greenblotch parrotfish
1158,Sparisoma,aurofrenatum,7251.0,Redband parrotfish
59492,Sparisoma,axillare,40827.0,Gray parrotfish
66403,Sparisoma,choati,88982.0,West-African Parrotfish
1159,Sparisoma,chrysopterum,7251.0,Redtail parrotfish
13025,Sparisoma,cretense,7360.0,Parrotfish
61101,Sparisoma,frondosum,40827.0,Agassiz's parrotfish
60692,Sparisoma,griseorubrum,35918.0,
3676,Sparisoma,radians,7251.0,Bucktooth parrotfish
65546,Sparisoma,rocha,84274.0,Trindade parrotfish
1160,Sparisoma,rubripinne,9710.0,Redfin parrotfish
22546,Sparisoma,strigatum,11064.0,Strigate parrotfish
61816,Sparisoma,tuiupiranga,52151.0,
1161,Sparisoma,viride,5217.0,Stoplight parrotfish
5383,Sparodon,durbanensis,3198.0,Musselcracker seabream
1164,Sparus,aurata,3688.0,Gilthead seabream
8862,Spathodus,erythrodon,5695.0,
8863,Spathodus,marlieri,5695.0,
50611,Spatuloricaria,atratoensis,36389.0,
50612,Spatuloricaria,caquetae,36389.0,
50613,Spatuloricaria,curvispina,36389.0,
50618,Spatuloricaria,euacanthagenys,36389.0,
50619,Spatuloricaria,evansii,36389.0,
50620,Spatuloricaria,fimbriata,36389.0,
50621,Spatuloricaria,gymnogaster,36389.0,
49300,Spatuloricaria,lagoichthys,36389.0,
50622,Spatuloricaria,nudiventris,36389.0,
49302,Spatuloricaria,phelpsi,36389.0,
50623,Spatuloricaria,puganensis,36389.0,
69176,Spatuloricaria,terracanticum,119417.0,
67773,Spatuloricaria,tuira,96500.0,
67307,Spectracanthicus,immaculatus,95496.0,
50682,Spectracanthicus,murinus,36713.0,
50008,Spectracanthicus,punctatissimus,26754.0,
67308,Spectracanthicus,tocantinensis,95496.0,
67309,Spectracanthicus,zuanoni,95496.0,
67074,Spectrolebias,brousseaui,93219.0,
49496,Spectrolebias,chacoensis,93219.0,
49500,Spectrolebias,costai,93219.0,
57481,Spectrolebias,filamentosus,93219.0,
69583,Speleogobius,llorisi,125634.0,Llori's grotto goby
16337,Speleogobius,trigloides,4696.0,Grotto goby
65959,Speolabeo,musaei,116545.0,
6167,Speonectes,tiomanensis,27297.0,
3062,Speoplatyrhinus,poulsoni,5723.0,Alabama cavefish
60736,Sperata,acicularis,46206.0,
5496,Sperata,aor,4833.0,Long-whiskered catfish
60631,Sperata,aorella,46206.0,
10111,Sperata,seenghala,4833.0,Giant river-catfish
5778,Sphaeramia,nematoptera,1602.0,Pajama cardinalfish
4926,Sphaeramia,orbicularis,4329.0,Orbiculate cardinalfish
25139,Sphaerichthys,acrostoma,7050.0,
11235,Sphaerichthys,osphromenoides,7050.0,Chocolate gourami
25140,Sphaerichthys,selatanensis,7050.0,
25141,Sphaerichthys,vaillanti,7050.0,
26105,Sphaerophysa,dianchiensis,12255.0,
58841,Sphagemacrurus,decimalis,1371.0,
52363,Sphagemacrurus,gibber,9949.0,
8545,Sphagemacrurus,grenadae,1371.0,Pugnose grenadier
10178,Sphagemacrurus,hirundo,3587.0,Swallow grenadier
16826,Sphagemacrurus,pumiliceps,2800.0,Dwarf whiptail
27133,Sphagemacrurus,richardi,11953.0,Richard's whiptail
50097,Sphoeroides,andersonianus,26282.0,
12916,Sphoeroides,angusticeps,9349.0,Narrow-headed puffer
4293,Sphoeroides,annulatus,2850.0,Bullseye puffer
70606,Sphoeroides,camila,131040.0,Southern bandtail puffer
4294,Sphoeroides,dorsalis,7251.0,Marbled puffer
61200,Sphoeroides,georgemilleri,46206.0,
5423,Sphoeroides,greeleyi,5217.0,Green puffer
8227,Sphoeroides,kendalli,9349.0,Slick puffer
27212,Sphoeroides,lispus,13103.0,Naked puffer
4295,Sphoeroides,lobatus,2850.0,Longnose puffer
1181,Sphoeroides,maculatus,7251.0,Northern puffer
13810,Sphoeroides,marmoratus,7464.0,Guinean puffer
1240,Sphoeroides,nephelus,7251.0,Southern puffer
61199,Sphoeroides,nitidus,46206.0,
4296,Sphoeroides,pachygaster,2683.0,Blunthead puffer
4297,Sphoeroides,parvus,7251.0,Least puffer
27213,Sphoeroides,rosenblatti,13103.0,
14173,Sphoeroides,sechurae,9349.0,Peruvian puffer
1241,Sphoeroides,spengleri,7251.0,Bandtail puffer
1242,Sphoeroides,testudineus,7251.0,Checkered puffer
14178,Sphoeroides,trichocephalus,9349.0,Pygmy puffer
57943,Sphoeroides,tyleri,26938.0,Bearded puffer
57942,Sphoeroides,yergeri,26938.0,Speckled puffer
5733,Sphyraena,acutipinnis,1602.0,Sharpfin barracuda
5030,Sphyraena,afra,57401.0,Guinean barracuda
68665,Sphyraena,arabiansis,111545.0,Arabian barracuda
3678,Sphyraena,argentea,2850.0,Pacific barracuda
1235,Sphyraena,barracuda,4339.0,Great barracuda
3679,Sphyraena,borealis,7251.0,Northern sennet
16905,Sphyraena,chrysotaenia,5491.0,Yellowstripe barracuda
6405,Sphyraena,ensis,9345.0,Mexican barracuda
7937,Sphyraena,flavicauda,2334.0,Yellowtail barracuda
5734,Sphyraena,forsteri,4752.0,Bigeye barracuda
1236,Sphyraena,guachancho,6949.0,Guachanche barracuda
6649,Sphyraena,helleri,123366.0,Heller's barracuda
62382,Sphyraena,iburiensis,54823.0,
8335,Sphyraena,idiastes,5590.0,Pelican barracuda
65628,Sphyraena,intermedia,82428.0,
13002,Sphyraena,japonica,9137.0,Japanese barracuda
4827,Sphyraena,jello,5491.0,Pickhandle barracuda
12007,Sphyraena,lucasana,9345.0,Lucas barracuda
5736,Sphyraena,novaehollandiae,123366.0,Australian barracuda
4493,Sphyraena,obtusata,4752.0,Obtuse barracuda
1237,Sphyraena,picudilla,7251.0,Southern sennet
13001,Sphyraena,pinguis,9137.0,Red barracuda
7938,Sphyraena,putnamae,2334.0,Sawtooth barracuda
7939,Sphyraena,qenie,5491.0,Blackfin barracuda
1765,Sphyraena,sphyraena,6949.0,European barracuda
69339,Sphyraena,stellata,123366.0,Yellow-striped barracuda
50139,Sphyraena,tome,26375.0,
10202,Sphyraena,viridensis,6949.0,Yellowmouth barracuda
12557,Sphyraena,waitii,5978.0,
15031,Sphyraenops,bairdianus,7300.0,Triplespine deepwater cardinalfish
909,Sphyrna,corona,244.0,Scalloped bonnethead
911,Sphyrna,couardi,244.0,Whitefin hammerhead
67093,Sphyrna,gilberti,94083.0,Carolina hammerhead
912,Sphyrna,lewini,244.0,Scalloped hammerhead
913,Sphyrna,media,244.0,Scoophead
914,Sphyrna,mokarran,244.0,Great hammerhead
915,Sphyrna,tiburo,244.0,Bonnethead
55029,Sphyrna,tudes,244.0,Smalleye hammerhead
917,Sphyrna,zygaena,244.0,Smooth hammerhead
5105,Spicara,altum,2683.0,Bigeye picarel
26059,Spicara,australe,6640.0,
26061,Spicara,axillare,6640.0,
69459,Spicara,flexuosum,124120.0,
4887,Spicara,maena,7349.0,Blotched picarel
60567,Spicara,martinicum,46206.0,
5079,Spicara,melanurus,7349.0,Blackspot picarel
13758,Spicara,nigricauda,7349.0,Blacktail picarel
1766,Spicara,smaris,7349.0,Picarel
58892,Spicomacrurus,adelscotti,98298.0,Celebration whiptail
66197,Spicomacrurus,dictyogadus,98298.0,Net-throat grenadier
23181,Spicomacrurus,kuronumai,98298.0,Kuronuma's whiptail
66198,Spicomacrurus,mccoskeri,98298.0,McCosker’s grenadier
1355,Spinachia,spinachia,173.0,Sea stickleback
62833,Spinibarbus,babeensis,84795.0,
67419,Spinibarbus,brevicephalus,94476.0,
17293,Spinibarbus,caldwelli,94476.0,
14441,Spinibarbus,denticulatus,9671.0,
67455,Spinibarbus,hollandi,92342.0,
65781,Spinibarbus,maensis,81932.0,
62834,Spinibarbus,nammauensis,84795.0,
62835,Spinibarbus,ovalius,84795.0,
62460,Spinibarbus,sinensis,45620.0,
67420,Spinibarbus,vittatus,94476.0,
52873,Spinicapitichthys,spiniceps,1623.0,Seychelles spiny dragonet
15440,Spinilophus,armatus,51067.0,New Ireland stingaree
62981,Spiniphryne,duhameli,57704.0,
16967,Spiniphryne,gladisfenae,10524.0,Prickly dreamer
66259,Spinipterus,acsi,87761.0,
24086,Spiniraja,whitleyi,6871.0,Melbourne skate
54545,Spintherobolus,ankoseion,32783.0,
53365,Spintherobolus,broccae,32783.0,
54546,Spintherobolus,leptoura,32783.0,
52682,Spintherobolus,papilliferus,32783.0,
6557,Spirinchus,lanceolatus,559.0,
2697,Spirinchus,starksi,2850.0,Night smelt
2698,Spirinchus,thaleichthys,5723.0,Longfin smelt
1356,Spondyliosoma,cantharus,3688.0,Black seabream
5536,Spondyliosoma,emarginatum,3198.0,Steentjie seabream
56381,Spottobrotula,mahodadi,34024.0,
69112,Spottobrotula,mossambica,98314.0,
69113,Spottobrotula,persica,98314.0,
1457,Spratelloides,delicatulus,188.0,Delicate round herring
1458,Spratelloides,gracilis,188.0,Silver-stripe round herring
1459,Spratelloides,lewisi,188.0,Lewis' round herring
1460,Spratelloides,robustus,188.0,Fringe-scale round herring
1558,Spratellomorpha,bianalis,188.0,Two-finned round herring
1465,Sprattus,antipodum,188.0,New Zealand blueback sprat
1466,Sprattus,fuegensis,188.0,Falkland sprat
1467,Sprattus,muelleri,188.0,New Zealand sprat
1468,Sprattus,novaehollandiae,188.0,Australian sprat
1357,Sprattus,sprattus,188.0,European sprat
60604,Springeratus,caledonicus,84028.0,Caledonian weedfish
59527,Springeratus,polyporatus,33390.0,
23568,Springeratus,xanthosoma,559.0,Indonesia weedfish
51848,Springeria,folirostris,118749.0,Leaf-nose leg skate
51851,Springeria,longirostris,27314.0,Longnose leg skate
47087,Springerichthys,bapturus,13227.0,Japanese blacktail triplefin
47088,Springerichthys,kulbickii,13227.0,Kulbicki's triplefin
54974,Squalidus,argentatus,57944.0,
55938,Squalidus,atromaculatus,43281.0,
63250,Squalidus,banarescui,57944.0,
47354,Squalidus,chankaensis,82587.0,Khanka gudgeon
22920,Squalidus,gracilis,559.0,
61871,Squalidus,homozonus,50838.0,
17300,Squalidus,iijimae,57944.0,
55941,Squalidus,intermedius,33792.0,
22921,Squalidus,japonicus,41299.0,
66102,Squalidus,mantschuricus,82587.0,
54970,Squalidus,minor,33299.0,
59808,Squalidus,multimaculatus,40966.0,
55939,Squalidus,nitens,33792.0,
63672,Squalius,anatolicus,58342.0,Beysehir dace
47815,Squalius,aphipsi,59043.0,Aphips chub
55446,Squalius,aradensis,59043.0,
66140,Squalius,aristotelis,87183.0,Tuzla chub
67448,Squalius,berak,93268.0,Mesopotamian chub
66142,Squalius,cappadocicus,87183.0,Cappadocian chub
66141,Squalius,carinus,87183.0,Chocolate chub
9811,Squalius,carolitertii,35754.0,Bordallo
64533,Squalius,castellanus,75143.0,
66472,Squalius,cephaloides,87183.0,Thick lipped chub
4482,Squalius,cephalus,59043.0,Chub
63478,Squalius,cii,57755.0,European chub
67421,Squalius,fellowesii,93268.0,Aegean chub
9808,Squalius,ghigii,13373.0,Rhodes minnow
26623,Squalius,illyricus,59043.0,
65612,Squalius,janae,84537.0,
26270,Squalius,keadicus,12470.0,
67038,Squalius,kosswigi,83299.0,
65213,Squalius,kottelati,83299.0,Striped chub
64211,Squalius,laietanus,75108.0,
27510,Squalius,lepidus,13390.0,
25986,Squalius,lucumonis,59043.0,
63612,Squalius,malacitanus,72459.0,
48336,Squalius,microlepis,59043.0,
65132,Squalius,moreoticus,59043.0,Stymphalia chub
66119,Squalius,orientalis,83299.0,
62761,Squalius,orpheus,57141.0,Orpheus dace
65133,Squalius,pamvoticus,59043.0,Pamvotis chub
63605,Squalius,peloponensis,59043.0,Peloponnese chub
65750,Squalius,platyceps,85051.0,
63597,Squalius,prespensis,72459.0,
67422,Squalius,pursakensis,93268.0,Sakarya chub
23607,Squalius,pyrenaicus,59043.0,
66143,Squalius,recurvirostris,87183.0,Akşehir chub
67083,Squalius,seyhanensis,93268.0,Seyhan dace
52626,Squalius,spurius,33550.0,Orontes dace
22838,Squalius,squaliusculus,72459.0,Syr-Darya dace
65134,Squalius,squalus,59043.0,
26624,Squalius,svallize,26100.0,
65318,Squalius,tenellus,59043.0,
55445,Squalius,torgalensis,59043.0,
65216,Squalius,turcicus,72459.0,Transcaucasian chub
55294,Squalius,ulanus,72459.0,
63613,Squalius,valentinus,72459.0,
65248,Squalius,vardarensis,59043.0,
48338,Squalius,zrmanjae,59043.0,
17049,Squalogadus,modificatus,3587.0,Tadpole whiptail
51621,Squaloliparis,dentatus,28160.0,
15762,Squalomugil,nasutus,9812.0,Shark mullet
139,Squalus,acanthias,85328.0,Picked dogfish
67976,Squalus,albicaudus,109601.0,Brazilian whitetail dogfish
63578,Squalus,albifrons,58440.0,Eastern highfin spurdog
63579,Squalus,altipinnis,58440.0,Western highfin spurdog
67981,Squalus,bahiensis,109601.0,Northeastern Brazilian dogfish
68370,Squalus,bassi,116246.0,Long-snouted African spurdog
708,Squalus,blainville,247.0,Longnose spurdog
69935,Squalus,boretzi,128086.0,
63317,Squalus,brevirostris,36648.0,
63434,Squalus,bucephalus,58438.0,Bighead spurdog
63582,Squalus,chloroculus,58441.0,Greeneye spurdog
68990,Squalus,clarkae,120195.0,Genie's dogfish
63433,Squalus,crassispinus,58437.0,Fatspine spurdog
709,Squalus,cubensis,247.0,Cuban dogfish
63588,Squalus,edmundsi,58442.0,Edmund's spurdog
66267,Squalus,formosus,87791.0,Taiwan spurdog
63589,Squalus,grahami,58442.0,Eastern longnose spurdog
63659,Squalus,griffini,58444.0,Northern spiny dogfish
69807,Squalus,hawaiiensis,126986.0,Hawaiian spurdog
63661,Squalus,hemipinnis,58445.0,Indonesian shortsnout spurdog
710,Squalus,japonicus,247.0,Japanese spurdog
63813,Squalus,lalannei,76802.0,
67977,Squalus,lobularis,109601.0,Atlantic lobefin dogfish
70407,Squalus,longispinis,130122.0,La Réunion longspine spurdog
68371,Squalus,mahia,116247.0,Malagasy skinny spurdog
68372,Squalus,margaretsmithae,116247.0,Smith’s dogfish shark
711,Squalus,megalops,6871.0,Shortnose spurdog
712,Squalus,melanurus,247.0,Blacktailed spurdog
713,Squalus,mitsukurii,247.0,Shortspine spurdog
63581,Squalus,montalbani,58441.0,Philippiines spurdog
63590,Squalus,nasutus,58443.0,Western longnose spurdog
63580,Squalus,notocaudatus,58440.0,Bartail spurdog
67982,Squalus,quasimodo,109601.0,Humpback Western dogfish
714,Squalus,rancureli,247.0,Cyrano spurdog
63576,Squalus,raoulensis,58439.0,Kermadec spiny dogfish
69172,Squalus,shiraii,122378.0,Shirai's spurdog
65869,Squalus,suckleyi,85328.0,Pacific spiny dogfish
59414,Squamicreedia,obtusa,36661.0,Obtuse sandfish
725,Squatina,aculeata,247.0,Sawback angelshark
726,Squatina,africana,128961.0,African angelshark
63677,Squatina,albipunctata,74939.0,Eastern Angel Shark
727,Squatina,argentina,95520.0,Argentine angelshark
55066,Squatina,armata,9068.0,
728,Squatina,australis,247.0,Australian angelshark
65908,Squatina,caillieti,86399.0,
729,Squatina,californica,247.0,Pacific angelshark
68069,Squatina,david,110242.0,David’s Angel Shark
731,Squatina,dumeril,95520.0,Atlantic angel shark
732,Squatina,formosa,247.0,Taiwan angleshark
53932,Squatina,guggenheim,95520.0,Angular angel shark
63662,Squatina,heteroptera,74686.0,Disparate angel shark
733,Squatina,japonica,247.0,Japanese angelshark
70245,Squatina,leae,128961.0,Lea’s angel shark
63720,Squatina,legnota,74939.0,Indonesian Angel Shark
69595,Squatina,mapama,125651.0,Small-crested angelshark
63667,Squatina,mexicana,74686.0,Mexican angel shark
734,Squatina,nebulosa,247.0,Clouded angelshark
53931,Squatina,occulta,95520.0,Hidden angel shark
735,Squatina,oculata,247.0,Smoothback angelshark
63721,Squatina,pseudocellata,74939.0,Western angelshark
736,Squatina,squatina,247.0,Angelshark
737,Squatina,tergocellata,247.0,Ornate angelshark
738,Squatina,tergocellatoides,247.0,Ocellated angelshark
68861,Squatina,varii,117896.0,
56472,Stalix,davidsheni,12541.0,
59040,Stalix,dicra,40511.0,Forked jawfish
59039,Stalix,eremia,40511.0,Solitary jawfish
59032,Stalix,flavida,35862.0,
23505,Stalix,histrio,559.0,Harlequin jawfish
59034,Stalix,immaculata,40511.0,
59027,Stalix,moenensis,40511.0,Muna jawfish
70528,Stalix,novikovi,129448.0,
46430,Stalix,omanensis,11441.0,Oman jawfish
59029,Stalix,sheni,36648.0,
59064,Stalix,toyoshio,35862.0,
59031,Stalix,versluysi,40511.0,Versluys' jawfish
6061,Stanulus,seychellensis,1602.0,Seychelle's blenny
12642,Stanulus,talboti,2334.0,Talbot's blenny
16468,Starksia,atlantica,5521.0,Smooth-eye blenny
48256,Starksia,brasiliensis,13442.0,
