SpecCode,Genus,Species,SpeciesRefNo,FBname
64588,Aapticheilichthys,websteri,78622.0,
16239,Aaptosyax,grypus,10431.0,Giant salmon carp
2347,Abactochromis,labrosus,85491.0,
62612,Abalistes,filamentosus,54835.0,
9,Abalistes,stellatus,9770.0,Starry triggerfish
11144,Abantennarius,analis,6773.0,Tailjet frogfish
16680,Abantennarius,bermudensis,5521.0,Island frogfish
5402,Abantennarius,coccineus,6773.0,Scarlet frogfish
7294,Abantennarius,dorehensis,6773.0,New Guinean frogfish
69666,Abantennarius,drombus,125554.0,Freckled frogfish
27298,Abantennarius,duescus,6773.0,Side-jet frogfish
5403,Abantennarius,nummifer,6773.0,Spotfin frogfish
7296,Abantennarius,rosaceus,1602.0,Spiny-tufted frogfish
13451,Abantennarius,sanguineus,9269.0,Bloody frogfish
62797,Abbottina,binhi,84795.0, Rusty Loach
65146,Abbottina,lalinensis,81932.0, Lalin’s frilly barb
55145,Abbottina,liaoningensis,33792.0, Liaoning False Gudgeon
55143,Abbottina,obtusirostris,33792.0,
22903,Abbottina,rivularis,559.0,Chinese false gudgeon
8049,Ablabys,binotatus,5499.0,Redskinfish
69366,Ablabys,gymnothorax,123539.0,Scaleless spiny waspfsh
25701,Ablabys,macracanthus,11303.0,Spiny waspfish
69367,Ablabys,pauciporus,123539.0,Lesser-scaled cockatoo waspfsh
10232,Ablabys,taenianotus,2334.0,Cockatoo waspfish
972,Ablennes,hians,9682.0,Flat needlefish
46918,Aboma,etheostoma,51797.0,Scaly boy
70273,Aborichthys,barapensis,128991.0,
55860,Aborichthys,boutanensis,104179.0,
67299,Aborichthys,cataracta,95164.0,
24516,Aborichthys,elongatus,4832.0,
24517,Aborichthys,garoensis,4832.0,
70563,Aborichthys,iphipaniensis,130888.0,
70275,Aborichthys,kailashi,128990.0,
24523,Aborichthys,kempi,39226.0,
70274,Aborichthys,palinensis,128992.0,
70276,Aborichthys,pangensis,128990.0,
24524,Aborichthys,tikaderi,4832.0,
67300,Aborichthys,verticauda,95164.0,
67609,Aborichthys,waikhomi,95217.0,
268,Abramis,brama,59043.0,Freshwater bream
14737,Abramites,eques,9743.0,
10768,Abramites,hypselonotus,9743.0,Marbled headstander
6652,Abudefduf,abdominalis,7247.0,Green damselfish
6517,Abudefduf,bengalensis,7247.0,Bengal sergeant
11793,Abudefduf,concolor,7247.0,
55476,Abudefduf,conformis,33558.0,
55868,Abudefduf,declivifrons,11482.0,Mexican nightsergeant
11811,Abudefduf,hoefleri,7247.0,African sergeant
5685,Abudefduf,lorenzi,7247.0,Black-tail sergeant
11823,Abudefduf,margariteus,7247.0,Pearly sergeant
11825,Abudefduf,natalensis,7247.0,Natal sergeant
69265,Abudefduf,nigrimargo,123195.0,Black margined-scale sergeant
5686,Abudefduf,notatus,7247.0,Yellowtail sergeant
1119,Abudefduf,saxatilis,7247.0,Sergeant-major
5687,Abudefduf,septemfasciatus,7247.0,Banded sergeant
5688,Abudefduf,sexfasciatus,7247.0,Scissortail sergeant
5689,Abudefduf,sordidus,7247.0,Blackspot sergeant
8018,Abudefduf,sparoides,7247.0,False-eye sergeant
1120,Abudefduf,taurus,7247.0,Night sergeant
8245,Abudefduf,troschelii,7247.0,Panamic sergeant major
6630,Abudefduf,vaigiensis,7247.0,Indo-Pacific sergeant
9626,Abudefduf,whitleyi,7247.0,Whitley's sergeant
63844,Abyssoberyx,levisquamosus,75592.0,
17075,Abyssobrotula,galatheae,3686.0,Galathea cuskeel
70322,Abyssobrotula,hadropercularis,110276.0,
48039,Abyssocottus,elochini,26334.0,Elokhin sculpin
70423,Abyssocottus,fuscus,130169.0,Brownish sculpin
48040,Abyssocottus,gibbosus,26334.0,Hump-back [White] sculpin
47208,Abyssocottus,korotneffi,2058.0,Small-eyed sculpin
70424,Abyssocottus,pumilus,130169.0,Dwarf deep-water sculpin
70422,Abyssocottus,subulatus,130169.0,Fusiform sculpin
14532,Acanthaluteres,brownii,9563.0,Spiny-tailed leatherjacket
51356,Acanthaluteres,spilomelanurus,9002.0,Bridled leatherjacket
14550,Acanthaluteres,vittiger,9563.0,Toothbrush leatherjacket
56310,Acanthanectes,hystrix,35802.0,
56311,Acanthanectes,rufus,27223.0,
12559,Acanthaphritis,barbata,43239.0,
59262,Acanthaphritis,grandisquamis,36648.0,
59416,Acanthaphritis,ozawai,35911.0,
59263,Acanthaphritis,unoorum,36648.0,
3357,Acantharchus,pomotis,5723.0,Mud sunfish
70292,Acanthemblemaria,aceroi,123111.0,Blue-spotted barnacle blenny
3708,Acanthemblemaria,aspera,7251.0,Roughhead blenny
60573,Acanthemblemaria,atrata,81029.0,Cocos barnacle blenny
46703,Acanthemblemaria,balanorum,11482.0,Clubhead blenny
47263,Acanthemblemaria,betinensis,26280.0,Speckled blenny
25510,Acanthemblemaria,castroi,11482.0,Galapagos barnacle blenny
3709,Acanthemblemaria,chaplini,7251.0,Papillose blenny
46704,Acanthemblemaria,crockeri,11482.0,Browncheek blenny
46709,Acanthemblemaria,exilispinus,11482.0,Bluntspine blenny
47265,Acanthemblemaria,greenfieldi,26280.0,False papillose blenny
46714,Acanthemblemaria,hancocki,11482.0,Hancock's blenny
60576,Acanthemblemaria,harpeza,46206.0,
65600,Acanthemblemaria,hastingsi,84469.0,Cortez barnacle blenny
55035,Acanthemblemaria,johnsoni,33407.0,Black barnacle blenny
46717,Acanthemblemaria,macrospilus,11482.0,Barnacle blenny
60574,Acanthemblemaria,mangognatha,81029.0,Revillagigedo barnacle
16485,Acanthemblemaria,maria,5521.0,Secretary blenny
27905,Acanthemblemaria,medusa,13628.0,Medusa blenny
54806,Acanthemblemaria,paula,13293.0,Dwarf spinyhead blenny
47268,Acanthemblemaria,rivasi,26280.0,Spotjaw blenny
16486,Acanthemblemaria,spinosa,5521.0,Spinyhead blenny
46725,Acanthemblemaria,stephensi,11482.0,Malpelo barnacle blenny
50683,Acanthicus,adonis,6868.0,
13268,Acanthicus,hystrix,36713.0,
351,Acanthistius,brasilianus,7392.0,Argentine seabass
12690,Acanthistius,cinctus,5755.0,Yellowbanded perch
59850,Acanthistius,fuscus,40817.0,Rapanui seabass
65330,Acanthistius,joanae,83528.0,Scalyjaw koester
15036,Acanthistius,ocellatus,7300.0,Eastern wirrah
15038,Acanthistius,pardalotus,7300.0,Leopard wirrah
50141,Acanthistius,patachonicus,27363.0,
15040,Acanthistius,paxtoni,7300.0,Orangelined wirrah
57960,Acanthistius,pictus,9068.0,Brick seabass
7920,Acanthistius,sebastoides,4319.0,Koester
15042,Acanthistius,serratus,7300.0,Western wirrah
52601,Acanthobrama,centisquama,33550.0,Orontes bream
61854,Acanthobrama,hadiyahensis,97573.0,
4515,Acanthobrama,lissneri,13609.0,
52603,Acanthobrama,marmid,33550.0,Tigris bream
48174,Acanthobrama,microlepis,89834.0,Blackbrow bleak
67574,Acanthobrama,orontis,97573.0,
55292,Acanthobrama,persidis,31728.0,Persian chub
26480,Acanthobrama,telavivensis,11028.0,
67573,Acanthobrama,thisbeae,97573.0,
55147,Acanthobrama,tricolor,58342.0,
55146,Acanthobrama,urmianus,97573.0,Urmia Lake chub
48998,Acanthobunocephalus,nicoi,26643.0,
70147,Acanthobunocephalus,scruggsi,128881.0,
10354,Acanthocepola,abbreviata,6192.0,Bandfish
9216,Acanthocepola,indica,127963.0,
9215,Acanthocepola,krusensternii,90102.0,Red-spotted bandfish
9214,Acanthocepola,limbata,559.0,Blackspot bandfish
9046,Acanthochaenus,luetkenii,6535.0,Pricklefish
51803,Acanthocharax,microlepis,598.0,
6655,Acanthochromis,polyacanthus,7247.0,Spiny chromis
9474,Acanthocleithron,chapini,3202.0,
12865,Acanthoclinus,fuscus,9003.0,Rockfish
49224,Acanthoclinus,littoreus,45524.0,
46323,Acanthoclinus,marilynae,9003.0,Stout rockfish
47430,Acanthoclinus,matti,5755.0,
46322,Acanthoclinus,rua,9003.0,Little rockfish
12256,Acanthocobitis,botia,4832.0,Mottled loach
24577,Acanthocobitis,mooreh,4832.0,
24585,Acanthocobitis,pavonacea,90177.0,
66575,Acanthocobitis,pictilis,90177.0,
24604,Acanthocobitis,rubidipinnis,33690.0,
10378,Acanthocobitis,urophthalmus,6028.0,Banded mountain loach
89,Acanthocybium,solandri,168.0,Wahoo
47599,Acanthodoras,cataphractus,6868.0,Spiny catfish
47598,Acanthodoras,depressus,37054.0,
12103,Acanthodoras,spinosissimus,37054.0,Talking catfish
54894,Acanthodraco,dewitti,27540.0,
55978,Acanthogobio,guentheri,33792.0,
67583,Acanthogobius,elongatus,93271.0,
3832,Acanthogobius,flavimanus,93271.0,Yellowfin goby
13045,Acanthogobius,hasta,9137.0,
67376,Acanthogobius,insularis,43239.0,
23696,Acanthogobius,lactipes,559.0,
55485,Acanthogobius,luridus,27116.0,
22525,Acanthogobius,ommaturus,33469.0,Asian freshwater goby
69021,Acanthogobius,stigmothonus,93271.0,
7633,Acantholabrus,palloni,5292.0,Scale-rayed wrasse
51500,Acantholiparis,caecus,26773.0,
25262,Acantholiparis,opercularis,11980.0,Spiny snailfish
3771,Acantholumpenus,mackayi,3814.0,Pighead prickleback
8943,Acanthonus,armatus,3686.0,Bony-eared assfish
63150,Acanthopagrus,akazakii,57873.0,
67314,Acanthopagrus,arabicus,93743.0,Arabian yellowfin seabream
8109,Acanthopagrus,australis,6390.0,Yellowfin bream
5526,Acanthopagrus,berda,83673.0,Goldsilk seabream
25606,Acheilognathus,hondae,40967.0,
55893,Acheilognathus,hypselonotus,33793.0,
55887,Acheilognathus,imberbis,33793.0,
62799,Acheilognathus,imfasciodorsalis,84795.0,
66125,Acheilognathus,intermedia,86410.0,
61168,Acheilognathus,kyphus,94476.0,
70257,Acheilognathus,lanchiensis,84025.0,
55149,Acheilognathus,longibarbatus,27732.0,
9528,Acheilognathus,longipinnis,4537.0,Deepbody bitterling
58200,Acheilognathus,macromandibularis,39330.0,
54380,Acheilognathus,macropterus,94476.0,
59969,Acheilognathus,majusculus,42957.0,
25817,Acheilognathus,melanogaster,87269.0,
56321,Acheilognathus,meridianus,27732.0,
56320,Acheilognathus,microphysa,27732.0,
67550,Acheilognathus,nguyenvanhaoi,94476.0,
55890,Acheilognathus,omeiensis,33793.0,
61918,Acheilognathus,peihoensis,27732.0,
55892,Acheilognathus,polylepis,33793.0,
55148,Acheilognathus,polyspinus,94476.0,
22891,Acheilognathus,rhombeus,559.0,
65458,Acheilognathus,striatus,84025.0,
22892,Acheilognathus,tabira,39330.0,
61857,Acheilognathus,taenianalis,45679.0,
54709,Acheilognathus,tonkinensis,94476.0,
22897,Acheilognathus,typus,559.0,
25607,Acheilognathus,yamatsutae,12218.0,
25162,Achiroides,leucorhynchos,7050.0,
25164,Achiroides,melanorhynchus,2091.0,
7119,Achiropsetta,tricholepis,5000.0,Prickly flounder
7572,Achirus,achirus,5217.0,Drab sole
12594,Aetomylaeus,maculatus,8630.0,Mottled eagle ray
12597,Aetomylaeus,milvus,8630.0,
10120,Aetomylaeus,nichofii,6871.0,Banded eagle ray
12599,Aetomylaeus,vespertilio,6871.0,Ornate eagle ray
9916,Afronandus,sheljuzhkoi,57397.0,Fourspine leaffish
11077,Afronemacheilus,abyssinicus,94278.0,
67127,Afronemacheilus,kaffa,94278.0,
57010,Afurcagobius,suppositus,33616.0,Southwestern goby
52422,Afurcagobius,tamarensis,44894.0,Tamar River goby
13258,Agamyxis,albomaculatus,37054.0,Spiny cat-fish
12104,Agamyxis,pectinifrons,37054.0,Whitebarred catfish
61379,Ageneiogarra,imberba,55924.0,
70248,Ageneiogarra,incisorbis,128964.0,
62421,Ageneiogarra,micropulvinus,55924.0,
65046,Ageneiogarra,nujiangensis,128964.0,
50346,Ageneiogarra,theunensis,128964.0,
70076,Ageneiosus,akamai,124585.0,
70077,Ageneiosus,apiaka,124585.0,
47969,Ageneiosus,inermis,37098.0,Manduba
70066,Ageneiosus,intrusus,124585.0,
70075,Ageneiosus,lineatus,124585.0,
53701,Ageneiosus,magoi,37098.0,
4543,Acanthopagrus,bifasciatus,95256.0,Twobar seabream
14601,Acanthopagrus,butcheri,6390.0,Black bream
67289,Acanthopagrus,catenula,95256.0,Bridled seabream
63767,Acanthopagrus,chinshira,75207.0,Okinawan yellow-fin seabream
67331,Acanthopagrus,datnia,123551.0,Bengal yellowfin seabream
6356,Acanthopagrus,latus,93743.0,Yellowfin seabream
67330,Acanthopagrus,morrisonae,93743.0,Western yellowfin seabream
65370,Acanthopagrus,omanensis,83673.0,Black Margined Seabream
65896,Acanthopagrus,pacificus,86288.0,Pacific seabream
8110,Acanthopagrus,palmaris,3132.0,Northwest black bream
65100,Acanthopagrus,randalli,82482.0,Middle East Black Seabream
6531,Acanthopagrus,schlegelii,559.0,Blackhead seabream
67333,Acanthopagrus,sheim,93743.0,Spotted yellowfin seabream
6583,Acanthopagrus,sivicolus,559.0,Okinawa seabream
63153,Acanthopagrus,taiwanensis,57874.0,Taiwan picnic seabream
65558,Acanthopagrus,vagus,83673.0,Wandering seabream
67665,Acanthoplesiops,cappuccino,95091.0,Red Sea spiny basslet
58053,Acanthoplesiops,echinatus,12926.0,Hiatt's longfin
17444,Acanthoplesiops,hiatti,1602.0,Hiatt's basslet
8004,Acanthoplesiops,indicus,5472.0,Scottie
69338,Acanthoplesiops,jessicae,123364.0,
65019,Acanthoplesiops,naka,75897.0,Tongan spiny basslet
59172,Acanthoplesiops,psilogaster,40821.0,Barebelly longfin
48774,Acanthopoma,annectens,39970.0,
8836,Acanthopsetta,nadeshnyi,122998.0,Scale-eye plaice
26858,Acanthopsoides,delphax,12693.0,
26859,Acanthopsoides,gracilentus,12693.0,
26913,Acanthopsoides,gracilis,12041.0,
26860,Acanthopsoides,hapalias,12693.0,
23006,Acanthopsoides,molobrion,7050.0,
65707,Acanthopsoides,namromensis,84796.0,
23008,Acanthopsoides,robertsi,7050.0,
46831,Acanthorhodeus,chankaensis,82587.0,Khanka spiny bitterling
25311,Acanthosphex,leurynnis,12123.0,Wasp-spine velvetfish
23363,Acanthostracion,guineense,11227.0,
23370,Acanthostracion,notacanthus,11227.0,Island cowfish
4287,Acanthostracion,polygonium,35505.0,Honeycomb cowfish
92,Acanthostracion,quadricornis,3141.0,Scrawled cowfish
4306,Acanthurus,achilles,1920.0,Achilles tang
68166,Acanthurus,albimento,114728.0,Whitechin surgeonfish
13770,Acanthurus,albipectoralis,2334.0,Whitefin surgeonfish
4748,Acanthurus,auranticavus,1920.0,Orange-socket surgeonfish
68792,Acanthurus,bahianus,87362.0,Barber surgeonfish
4307,Acanthurus,bariene,1920.0,Black-spot surgeonfish
4750,Acanthurus,blochii,1921.0,Ringtail surgeonfish
943,Acanthurus,chirurgus,7251.0,Doctorfish
6010,Acanthurus,chronixis,1602.0,Chronixis surgeonfish
944,Acanthurus,coeruleus,7251.0,Blue tang surgeonfish
1256,Acanthurus,dussumieri,3145.0,Eyestripe surgeonfish
4745,Acanthurus,fowleri,1920.0,Fowler's surgeonfish
17471,Acanthurus,gahhm,1921.0,Black surgeonfish
4749,Acanthurus,grammoptilus,1920.0,Finelined surgeonfish
4736,Acanthurus,guttatus,1920.0,Whitespotted surgeonfish
23375,Acanthurus,japonicus,9710.0,Japan surgeonfish
4741,Acanthurus,leucocheilus,1920.0,Palelipped surgeonfish
4737,Acanthurus,leucopareius,1920.0,Whitebar surgeonfish
1257,Acanthurus,leucosternon,1920.0,Powderblue surgeonfish
1258,Acanthurus,lineatus,3145.0,Lined surgeonfish
4746,Acanthurus,maculiceps,1920.0,White-freckled surgeonfish
1255,Acanthurus,mata,1921.0,Elongate surgeonfish
1800,Acanthurus,monroviae,7345.0,Monrovia doctorfish
6011,Acanthurus,nigricans,1602.0,Whitecheek surgeonfish
4747,Acanthurus,nigricauda,1921.0,Epaulette surgeonfish
4739,Acanthurus,nigrofuscus,1920.0,Brown surgeonfish
4738,Acanthurus,nigroris,1920.0,Bluelined surgeonfish
4733,Acanthurus,nubilus,1920.0,Bluelined surgeon
4744,Acanthurus,olivaceus,1920.0,Orangespot surgeonfish
4732,Acanthurus,polyzona,1920.0,Black-barred surgeonfish
4742,Acanthurus,pyroferus,1920.0,Chocolate surgeonfish
3905,Acanthurus,randalli,7251.0,Gulf surgeonfish
58792,Acanthurus,reversus,41630.0,
4740,Acanthurus,sohal,1920.0,Sohal surgeonfish
1259,Acanthurus,tennentii,1920.0,Doubleband surgeonfish
4734,Acanthurus,thompsoni,1920.0,Thompson's surgeonfish
942,Acanthurus,tractus,87362.0,Ocean surgeonfish
1260,Acanthurus,triostegus,1920.0,Convict surgeonfish
12782,Acanthurus,tristis,8940.0,Indian Ocean mimic surgeonfish
1261,Acanthurus,xanthopterus,1920.0,Yellowfin surgeonfish
23015,Acantopsis,dialuzona,116755.0,
68515,Acantopsis,dinema,116755.0,Peppered horseface loach
68516,Acantopsis,ioa,116755.0,Slender horseface loach
62902,Acantopsis,multistigmatus,57614.0,
23017,Acantopsis,octoactinotos,7050.0,
68514,Acantopsis,rungthipae,116755.0,Piebald horseface loach
66460,Acantopsis,spectabilis,89450.0,
60780,Acantopsis,thiemmedhi,48303.0,
11272,Acapoeta,tanganicae,101145.0,
12258,Acarichthys,heckelii,4537.0,Threadfin acara
59465,Acarobythites,larsonae,40785.0,Larson's cusk
12260,Acaronia,nassa,36377.0,Bigeye cichlid
46568,Acaronia,vultuosa,36377.0,
17032,Acentrogobius,audax,2798.0,Mangrove goby
4894,Acentrogobius,caninus,4343.0,Tropical sand goby
66879,Acentrogobius,cenderawasih,90102.0,Cenderawasih goby
54133,Acentrogobius,chlorostigmatoides,12693.0,Greenspot goby
25062,Acentrogobius,cyanomos,31807.0,
46432,Acentrogobius,dayi,11441.0,Day's goby
56720,Acentrogobius,ennorensis,34530.0,
27549,Acentrogobius,gracilis,6771.0,Bluespotted mangrove goby
25229,Acentrogobius,griseus,4833.0,Grey goby
23581,Acentrogobius,janthinopterus,559.0,Robust mangrove goby
68732,Acentrogobius,limarius,101679.0,Batanta mud goby
25230,Acentrogobius,madraspatensis,36648.0,Manyband goby
25232,Acentrogobius,masoni,4833.0,
23582,Acentrogobius,moloanus,12693.0,Barcheek Amoya
23583,Acentrogobius,multifasciatus,559.0,
7228,Acentrogobius,nebulosus,2334.0,Shadow goby
60013,Acentrogobius,pellidebilis,38401.0,
23585,Acentrogobius,pflaumii,559.0,Striped sandgoby
17033,Acentrogobius,signatus,33390.0,Tusk goby
9921,Acentrogobius,simplex,4343.0,Bagamoyo goby
23587,Acentrogobius,suluensis,559.0,Sulu goby
9922,Acentrogobius,therezieni,4343.0,
68735,Acentrogobius,vanderloosi,100513.0,Mudslope goby
65414,Acentrogobius,veliensis,52753.0,
23590,Acentrogobius,viganensis,559.0,
68736,Acentrogobius,violarisi,100513.0,Alotau goby
15776,Acentrogobius,viridipunctatus,4833.0,Spotted green goby
47788,Acentronichthys,fissipinnis,36914.0,
47798,Acentronichthys,leptos,36914.0,
66887,Acentronura,breviperula,90102.0,
7994,Acentronura,gracilissima,5316.0,Bastard seahorse
16862,Acentronura,tentaculata,4281.0,Shortpouch pygmy pipehorse
62231,Acentrophryne,dolichonema,54827.0,
59196,Acentrophryne,longidens,41541.0,
60002,Aceroichthys,dioctes,40908.0,Warrior catfish
62136,Acestridium,colombiense,54475.0,
57630,Acestridium,dichromum,36885.0,
50557,Acestridium,discus,6868.0,
65095,Acestridium,gymnogaster,82432.0,
57632,Acestridium,martini,36885.0,
65096,Acestridium,scutatum,82432.0,
64041,Acestridium,triplax,75792.0,
63992,Acestrocephalus,acutus,75890.0,
52917,Acestrocephalus,anomalus,36811.0,
51805,Acestrocephalus,boehlkei,36811.0,
63986,Acestrocephalus,maculosus,75890.0,
63990,Acestrocephalus,nigrifasciatus,75890.0,
63995,Acestrocephalus,pallidus,75890.0,
53309,Acestrocephalus,sardina,75890.0,
63988,Acestrocephalus,stigmatus,75890.0,
52919,Acestrorhynchus,abbreviatus,35542.0,
51076,Acestrorhynchus,altus,6329.0,
52499,Acestrorhynchus,britskii,27925.0,
23498,Acestrorhynchus,falcatus,38248.0,
13123,Acestrorhynchus,falcirostris,6329.0,
51808,Acestrorhynchus,grandoculis,28768.0,
27261,Acestrorhynchus,heterolepis,38248.0,
52522,Acestrorhynchus,isalineae,27925.0,
51077,Acestrorhynchus,lacustris,38248.0,
52523,Acestrorhynchus,maculipinna,27925.0,
12336,Acestrorhynchus,microlepis,38248.0,Pike characin
51809,Acestrorhynchus,minimus,598.0,
51815,Acestrorhynchus,nasutus,38248.0,
52503,Acestrorhynchus,pantaneiro,27925.0,
11926,Acheilognathus,asmussii,13397.0,Russian bitterling
54928,Acheilognathus,barbatulus,94476.0,
55891,Acheilognathus,barbatus,33793.0,
61861,Acheilognathus,binidentatus,50838.0,
60403,Acheilognathus,brevicaudatus,27732.0,
65965,Acheilognathus,changtingensis,86410.0,
66150,Acheilognathus,coreanus,86410.0,
11928,Acheilognathus,cyanostigma,4537.0,Striped bitterling
48458,Acheilognathus,deignani,26580.0,
61167,Acheilognathus,elongatoides,44416.0,
9525,Acheilognathus,elongatus,6376.0,
62798,Acheilognathus,fasciodorsalis,84795.0,
54711,Acheilognathus,gracilis,27116.0,
52941,Achirus,declivis,30499.0,Plainfin sole
13429,Achirus,klunzingeri,9047.0,Brown sole
4256,Achirus,lineatus,7251.0,Lined sole
10429,Achirus,mazatlanus,12.0,Mazatlan sole
64929,Achirus,mucuri,80995.0,American sole
57101,Achirus,novoae,36798.0,
13434,Achirus,scutum,9047.0,Network sole
52950,Achirus,zebrinus,27116.0,
14420,Achoerodus,gouldii,9563.0,Western blue groper
50808,Achoerodus,viridis,26878.0,Eastern blue groper
23608,Achondrostoma,arcasii,75032.0,
70088,Achondrostoma,asturicense,128766.0,
70086,Achondrostoma,garzonorum,128766.0,
70087,Achondrostoma,numantinum,128766.0,
62633,Achondrostoma,occidentale,59043.0,
23609,Achondrostoma,oligolepis,55616.0,
63837,Achondrostoma,salmantinum,75032.0,
56582,Acinocheirodon,melanogramma,34062.0,
4683,Acipenser,baerii,12255.0,Siberian sturgeon
2590,Acipenser,brevirostrum,5723.0,Shortnose sturgeon
8737,Acipenser,dabryanus,6866.0,Yangtze sturgeon
2591,Acipenser,fulvescens,5723.0,Lake sturgeon
4712,Acipenser,gueldenstaedtii,9953.0,Danube sturgeon
2592,Acipenser,medirostris,5723.0,Green sturgeon
9762,Acipenser,mikadoi,6866.0,Sakhalin sturgeon
2504,Acipenser,naccarii,59043.0,Adriatic sturgeon
2505,Acipenser,nudiventris,3397.0,Fringebarbel sturgeon
2593,Acipenser,oxyrinchus,5723.0,Atlantic sturgeon
9763,Acipenser,persicus,59043.0,Persian sturgeon
4604,Acipenser,ruthenus,6866.0,Sterlet sturgeon
6085,Acipenser,schrenckii,3881.0,Amur sturgeon
8762,Acipenser,sinensis,6866.0,Chinese sturgeon
2065,Acipenser,stellatus,3397.0,Starry sturgeon
2066,Acipenser,sturio,3397.0,Sturgeon
2594,Acipenser,transmontanus,5723.0,White sturgeon
26526,Acnodon,normani,598.0,Sheep-pacu
28029,Acnodon,oligacanthus,12225.0,
52504,Acnodon,senai,39031.0,
24250,Acreichthys,hajam,559.0,
7974,Acreichthys,radiatus,559.0,Radial leatherjacket
7849,Acreichthys,tomentosus,559.0,Bristle-tail file-fish
51078,Acrobrycon,ipanquianus,94771.0,
67891,Acrobrycon,ortii,94771.0,
67890,Acrobrycon,starnesi,94771.0,
2741,Acrocheilus,alutaceus,86798.0,Chiselmouth
23294,Acrochordonichthys,chamaeleon,37794.0,
58361,Acrochordonichthys,falcifer,37794.0,
58357,Acrochordonichthys,guttatus,37794.0,
61549,Acrochordonichthys,gyrinus,50585.0,Falcate chameleon catfish
23295,Acrochordonichthys,ischnosoma,37794.0,
58358,Acrochordonichthys,mahakamensis,37794.0,
58362,Acrochordonichthys,pachyderma,37794.0,
23304,Acrochordonichthys,rugosus,37794.0,
58359,Acrochordonichthys,septentrionalis,37794.0,Maeklong chameleon catfish
58360,Acrochordonichthys,strigosus,37794.0,
58525,Acromycter,alcocki,40789.0,
58526,Acromycter,atlanticus,40789.0,
63064,Acromycter,longipectoralis,54804.0,
23291,Acromycter,nezumi,559.0,
58562,Acromycter,perturbator,40966.0,
69833,Acropoma,arafurense,123727.0,Arafura lanternbelly
59893,Acropoma,argentistigma,44261.0,
59419,Acropoma,boholensis,41631.0,Big-headed lanternbelly
9232,Acropoma,hanedai,96184.0,
70298,Acropoma,heemstrai,129189.0,Heemstra’s lanternbelly
1267,Acropoma,japonicum,123726.0,Glowbelly
59169,Acropoma,lecorneti,117016.0,Lecornet’s lanternbelly
69834,Acropoma,leobergi,123727.0,Tropical lanternbelly
70277,Acropoma,musorstom,123726.0,South Pacific lanternbelly
70290,Acropoma,neglectum,129189.0,Red Sea lanternbelly
67353,Acropoma,profundum,96184.0,Solomon’s lanternbelly
70358,Acropoma,splendens,123726.0,Indian lanternbelly
61700,Acrossocheilus,aluoiensis,50838.0,
62800,Acrossocheilus,baolacensis,84795.0,
54946,Acrossocheilus,beijiangensis,33326.0,
54949,Acrossocheilus,clivosius,33326.0,
55156,Acrossocheilus,fasciatus,85613.0,
54939,Acrossocheilus,hemispinus,33326.0,
54951,Acrossocheilus,ikedai,33326.0,
54948,Acrossocheilus,iridescens,33326.0,
60486,Acrossocheilus,jishouensis,85613.0,
55158,Acrossocheilus,kreyenbergii,85613.0,
61169,Acrossocheilus,lamus,94476.0,
14442,Acrossocheilus,longipinnis,94476.0,
62801,Acrossocheilus,macrophthalmus,84795.0,
62843,Acrossocheilus,malacopterus,57459.0,
67450,Acrossocheilus,microstoma,94476.0,
55155,Acrossocheilus,monticola,33021.0,
67584,Acrossocheilus,multistriatus,96674.0,
17291,Acrossocheilus,paradoxus,5193.0,
54938,Acrossocheilus,parallens,33326.0,
54947,Acrossocheilus,rendahli,33326.0,
62841,Acrossocheilus,spinifer,57453.0,
54940,Acrossocheilus,wenchowensis,33326.0,
65823,Acrossocheilus,wuyiensis,85683.0,
57688,Acrossocheilus,xamensis,36949.0,
62803,Acrossocheilus,yalyensis,84795.0,
14481,Acrossocheilus,yunnanensis,94476.0,
69490,Acroteriobatus,andysabini,124452.0,Malagasy blue-spotted guitarfish
5509,Acroteriobatus,annulatus,3919.0,Lesser sandshark
7968,Acroteriobatus,blochii,6497.0,Bluntnose guitarfish
5510,Acroteriobatus,leucospilus,124452.0,Grayspottted guitarfish
15661,Acroteriobatus,ocellatus,3919.0,
68219,Acroteriobatus,omanensis,114953.0,Omn guitarfish
25240,Acroteriobatus,salalah,11293.0,Salalah guitarfish
69491,Acroteriobatus,stehmanni,124452.0,Socotra blue-spotted guitarfish
57445,Acroteriobatus,variegatus,35766.0,Stripenose guitarfish
57446,Acroteriobatus,zanzibarensis,35766.0,Zanzibar guitarfish
644,Aculeola,nigra,247.0,Hooktooth dogfish
57913,Acyrtops,amplicirrus,26938.0,Flarenostril clingfish
3073,Acyrtops,beryllinus,7251.0,Emerald clingfish
16662,Acyrtus,artius,5521.0,Papillate clingfish
67983,Acyrtus,lanthanum,96097.0,Orange-spotted clingfish
62176,Acyrtus,pauciradiatus,54768.0,
16677,Acyrtus,rubiginosus,5521.0,Red clingfish
23885,Adelosebastes,latens,559.0,
68806,Adelotremus,deloachi,117352.0,Spotfin fangblenny
67382,Adelotremus,leptus,89959.0,
27834,Adontosternarchus,balaenops,6329.0,
48021,Adontosternarchus,clarkae,26457.0,
27831,Adontosternarchus,devenanzii,36886.0,
67072,Adontosternarchus,duartei,91753.0,
64497,Adontosternarchus,nebulosus,78211.0,
48019,Adontosternarchus,sachsi,26457.0,
6261,Adrianichthys,kruyti,7050.0,Duckbilled buntingi
